Date,Open,High,Low,Close,Adj Close,Volume
2003-05-21,45.749901,45.749901,42.662399,42.894901,17.400625,6218872
2003-05-22,39.999901,43.799900,39.999901,41.202400,16.714048,7920936
2003-05-23,41.499901,42.194901,40.504902,41.049900,16.652189,7212814
2003-05-26,41.699902,41.699902,39.812401,40.467400,16.415895,4458789
2003-05-27,39.999901,41.654900,39.562401,40.292400,16.344904,5194230
2003-05-28,40.499901,42.234901,40.244900,42.067402,17.064945,4571249
2003-05-29,42.199902,42.349899,40.959900,41.167400,16.699856,4430189
2003-05-30,41.349899,41.744900,40.004902,40.282398,16.340845,5032490
2003-06-02,40.849899,41.449902,40.749901,40.907398,16.594381,2655365
2003-06-03,41.349899,42.199902,41.207401,41.324902,16.763744,6699013
2003-06-04,41.549900,42.189899,41.504902,41.694901,16.913839,4553649
2003-06-05,42.049900,43.814899,41.999901,43.224899,17.534492,8237276
2003-06-06,42.499901,43.989899,42.499901,43.579899,17.678501,4920350
2003-06-09,43.249901,43.249901,41.754902,42.509899,17.244444,5080410
2003-06-10,41.999901,42.449902,41.149899,41.404900,16.796200,5409351
2003-06-11,42.449902,42.449902,41.304901,41.484901,16.828655,1855644
2003-06-12,41.499901,42.194901,41.499901,42.034901,17.051760,2267784
2003-06-13,42.499901,43.122398,42.249901,42.404900,17.201849,5022290
2003-06-16,41.734901,42.899899,41.734901,42.627399,17.292112,4813970
2003-06-17,43.299900,45.194901,43.249901,44.867401,18.200783,9543659
2003-06-18,45.499901,46.974899,45.499901,46.239899,18.757549,6038932
2003-06-19,46.189899,46.499901,45.149899,45.382401,18.409697,3133686
2003-06-20,45.239899,46.847401,44.562401,46.559898,18.887362,5877432
2003-06-23,46.499901,46.734901,45.349899,45.604900,18.499958,3169826
2003-06-24,45.249901,45.499901,44.104900,44.309898,17.974630,6050572
2003-06-25,44.124901,45.499901,44.124901,45.007401,18.257578,3299327
2003-06-26,45.234901,45.994900,45.149899,45.742401,18.555733,3456347
2003-06-27,47.499901,47.499901,46.249901,46.724899,18.954290,4310589
2003-06-30,46.749901,47.999901,46.312401,47.344898,19.205801,4124808
2003-07-01,47.549900,47.699902,46.499901,46.789902,19.390215,3819068
2003-07-02,47.349899,47.699902,45.289902,45.502399,18.856659,3004686
2003-07-03,46.299900,46.894901,43.654900,45.477402,18.846298,4847750
2003-07-04,45.449902,45.449902,44.499901,45.057400,18.672247,2198024
2003-07-07,45.199902,46.149899,44.699902,45.954899,19.044180,2092324
2003-07-08,47.012402,47.149899,46.474899,46.867401,19.422331,4055228
2003-07-09,47.399899,47.399899,45.399899,45.812401,18.985130,3211186
2003-07-10,46.984901,51.049900,46.984901,50.232399,20.816824,10656681
2003-07-11,52.499901,52.499901,47.059898,47.722401,19.776649,8554157
2003-07-14,48.499901,49.572399,48.149899,48.327400,20.027369,4289428
2003-07-15,48.499901,48.499901,46.327400,47.382401,19.635752,4557569
2003-07-16,47.999901,49.074902,46.827400,48.652401,20.162056,4426909
2003-07-17,48.549900,48.899899,46.574902,46.944901,19.454443,5134690
2003-07-18,43.499901,46.249901,41.899899,45.849899,19.000668,12814685
2003-07-21,45.924900,45.999901,43.999901,44.204899,18.318962,3084366
2003-07-22,43.499901,45.499901,43.049900,45.062401,18.674316,4382229
2003-07-23,45.999901,46.899899,45.059898,46.222401,19.155035,7914376
2003-07-24,46.239899,46.474899,45.499901,45.932400,19.034857,5669391
2003-07-25,45.899899,46.799900,45.614899,46.407398,19.231699,3582827
2003-07-28,46.649899,48.299900,46.549900,47.942402,19.867823,5363631
2003-07-29,47.799900,48.399899,47.099899,47.417400,19.650257,3830928
2003-07-30,47.749901,48.144901,46.599899,46.962399,19.461699,3071566
2003-07-31,47.249901,48.349899,46.529900,47.147400,19.538372,6476053
2003-08-01,47.649899,49.994900,47.499901,49.507401,20.516373,7087474
2003-08-04,50.749901,50.749901,48.399899,49.424900,20.482180,5166770
2003-08-05,49.999901,49.999901,47.612400,47.844898,19.827414,4631989
2003-08-06,47.499901,47.674900,45.549900,46.009899,19.066971,4078908
2003-08-07,46.249901,46.899899,46.099899,46.649899,19.332193,3007446
2003-08-08,46.899899,48.299900,46.749901,48.052399,19.913406,4234748
2003-08-11,47.844898,48.249901,47.009899,47.212399,19.565302,1988224
2003-08-12,46.999901,47.499901,46.017399,46.152401,19.126030,2781606
2003-08-13,46.944901,46.944901,46.029900,46.284901,19.180939,1862084
2003-08-14,46.549900,46.649899,45.499901,45.574902,18.886707,1439123
2003-08-15,91.149803,91.149803,91.149803,91.149803,37.773415,0
2003-08-18,45.499901,46.299900,44.999901,45.424900,18.824549,3070466
2003-08-19,46.249901,46.949902,45.749901,46.249901,19.166435,2878986
2003-08-20,46.749901,47.899899,46.749901,47.679901,19.759041,3725547
2003-08-21,47.914902,49.624901,47.914902,49.309898,20.434525,3402607
2003-08-22,49.749901,50.699902,48.254902,48.602402,20.141335,3337967
2003-08-25,48.522400,49.699902,46.312401,47.334900,19.616070,4331169
2003-08-26,47.499901,49.242401,47.499901,49.082401,20.340252,2691885
2003-08-27,49.749901,52.249901,49.499901,51.037399,21.150421,7562535
2003-08-28,51.949902,53.994900,51.599899,53.587399,22.207165,6420973
2003-08-29,54.399899,56.649899,52.749901,53.277401,22.078697,8934978
2003-09-01,54.949902,55.999901,53.339901,55.514900,23.005945,4477949
2003-09-02,54.599899,56.997398,54.599899,56.629902,23.468010,4823330
2003-09-03,57.999901,58.699902,54.849899,55.684898,23.076393,6143612
2003-09-04,55.779900,59.699902,55.779900,59.459900,24.640791,6203112
2003-09-05,60.249901,62.699902,59.074902,62.367401,25.845690,7958676
2003-09-08,62.474899,63.894901,61.749901,63.379902,26.265280,4568769
2003-09-09,63.749901,66.532402,63.099899,64.894897,26.893106,9585879
2003-09-10,65.249901,65.249901,61.762402,63.182400,26.183435,6640353
2003-09-11,67.749901,67.749901,60.652401,61.062401,25.304878,6797473
2003-09-12,62.949902,62.949902,58.999901,59.342400,24.592100,8807737
2003-09-15,59.249901,59.934898,54.999901,55.282398,22.909590,5757131
2003-09-16,55.899899,60.174900,54.704899,59.709900,24.744392,7283514
2003-09-17,61.249901,62.499901,58.754902,59.129902,24.504042,9149358
2003-09-18,60.127399,60.249901,55.849899,56.564899,23.441074,6202712
2003-09-19,56.999901,58.449902,54.849899,58.142399,24.094807,7496435
2003-09-22,58.249901,58.749901,56.152401,56.392399,23.369591,5402411
2003-09-23,55.617401,57.449902,55.249901,57.202400,23.705261,3988928
2003-09-24,57.899899,60.149899,57.074902,59.852402,24.803450,5663391
2003-09-25,58.999901,59.749901,58.154900,59.067402,24.478134,4577829
2003-09-26,58.599899,62.484901,58.457401,62.247398,25.795961,9295098
2003-09-29,61.999901,63.554901,61.529900,62.229900,25.788704,9026778
2003-09-30,63.332401,63.349899,61.849899,62.672401,25.972088,5169810
2003-10-01,62.249901,63.874901,61.654900,62.117401,25.742092,6896054
2003-10-02,124.235001,124.235001,124.235001,124.235001,51.484261,0
2003-10-03,63.049900,63.639900,60.317402,60.832401,25.209568,8013196
2003-10-06,62.404900,62.799900,61.549900,61.834900,25.625010,3865168
2003-10-07,62.499901,63.549900,61.199902,61.592400,25.524525,4642509
2003-10-08,62.499901,62.744900,58.952400,60.959900,25.262411,6580693
2003-10-09,61.249901,62.499901,60.714901,62.149899,25.755556,5988112
2003-10-10,63.399899,67.949898,62.827400,67.422401,27.940538,11924544
2003-10-13,68.249901,72.599899,68.079903,68.557404,28.410894,6254152
2003-10-14,69.999901,69.999901,66.199898,66.499901,27.558237,6182792
2003-10-15,67.499901,67.749901,64.749901,66.944901,27.742651,7616795
2003-10-16,67.399902,69.749901,67.249901,68.729897,28.482372,7463795
2003-10-17,71.199898,72.249901,69.257401,71.039902,29.439663,10355320
2003-10-20,70.874901,71.749901,68.074898,68.517403,28.394316,6754313
2003-10-21,69.199898,69.199898,65.254898,65.607399,27.188374,4919510
2003-10-22,65.807404,66.749901,62.549900,63.474899,26.304649,6182152
2003-10-23,63.239899,63.999901,61.199902,61.672401,25.557674,4688509
2003-10-24,62.299900,64.749901,61.554901,64.374901,26.677622,4337909
2003-10-27,63.599899,63.949902,61.254902,61.369900,25.432318,3828608
2003-10-28,62.249901,63.699902,61.904900,62.882401,26.059114,3866968
2003-10-29,63.499901,63.669899,61.249901,62.779900,26.016630,4300049
2003-10-30,58.749901,63.497398,58.749901,62.669899,25.971045,1846044
2003-10-31,62.939899,67.499901,62.749901,67.169899,27.835894,5499931
2003-11-03,67.434898,71.944901,66.807404,71.682404,29.705923,5510791
2003-11-04,73.284897,74.999802,71.999901,72.627403,30.097538,7138034
2003-11-05,72.449898,72.499901,69.262398,71.229897,29.518396,4519429
2003-11-06,70.999901,74.299896,70.999901,72.572403,30.074751,6987054
2003-11-07,73.249901,73.744904,71.007401,71.287399,29.542233,2830486
2003-11-10,70.499901,71.494904,68.749901,70.984901,29.416880,4339369
2003-11-11,70.749901,73.249901,69.529900,72.329903,29.974251,4630329
2003-11-12,72.299896,73.834801,71.424896,72.694901,30.125519,5232250
2003-11-13,74.249802,74.749802,70.507401,70.997398,29.422047,6733873
2003-11-14,70.629898,71.699898,69.614899,70.674896,29.288399,6543033
2003-11-17,70.749901,72.599899,70.094902,72.027397,29.848890,3792508
2003-11-18,72.949898,73.099899,70.154900,70.712402,29.303942,5074990
2003-11-19,70.449898,71.649902,68.749901,70.674896,29.288399,7122754
2003-11-20,71.749901,72.399902,69.774902,70.009903,29.012817,4873830
2003-11-21,70.249901,73.749802,69.299896,72.554901,30.067493,4752029
2003-11-24,72.849899,73.049896,71.164902,72.259903,29.945236,3751587
2003-11-25,73.749802,73.749802,72.099899,72.462402,30.029160,4370449
2003-11-26,144.925003,144.925003,144.925003,144.925003,60.058418,0
2003-11-27,72.494904,76.949898,72.304901,76.014801,31.501312,9370839
2003-11-28,76.249802,77.359802,75.324898,76.944801,31.886717,5559591
2003-12-01,77.999802,81.237297,77.599899,80.954803,33.548489,7939696
2003-12-02,81.999802,82.384804,77.277397,78.259804,32.431656,6955774
2003-12-03,78.249802,79.899803,77.599899,79.304802,32.864716,4250208
2003-12-04,78.984802,79.229797,77.404800,78.482300,32.523865,3476067
2003-12-05,78.849800,78.949799,75.067398,75.334801,31.219517,4149108
2003-12-08,75.499802,76.999802,74.149803,76.454803,31.683659,5911232
2003-12-09,76.949898,77.749802,76.449898,77.419899,32.083607,3410527
2003-12-10,77.052399,80.499802,76.349899,79.957298,33.135117,6440333
2003-12-11,80.562302,82.097298,79.504799,81.722298,33.866558,7529495
2003-12-12,82.499802,82.699799,79.849800,80.359802,33.301922,6076772
2003-12-15,80.999802,83.749802,80.999802,83.424797,34.572086,3880328
2003-12-16,82.994797,84.999802,79.949799,84.359802,34.959568,5488391
2003-12-17,84.499802,84.499802,82.232300,82.967300,34.382496,5364511
2003-12-18,82.999802,84.859802,82.499802,83.942299,34.786545,3656167
2003-12-19,84.499802,85.569801,83.699799,84.979797,35.216499,4618009
2003-12-22,84.949799,85.499802,83.099800,83.789803,34.723347,4601709
2003-12-23,84.449799,84.994797,82.507301,82.722298,34.280960,4152448
2003-12-24,83.449799,86.449799,82.599800,86.164803,35.707569,4763389
2003-12-25,172.330002,172.330002,172.330002,172.330002,71.415314,0
2003-12-26,86.249802,87.199799,84.999802,85.674797,35.504513,4017208
2003-12-29,86.249802,88.594803,86.249802,87.674797,36.333332,4481469
2003-12-30,88.029800,89.999802,86.999802,87.649803,36.322975,4636989
2003-12-31,88.249802,88.649803,86.299797,86.879799,36.003876,3195846
2004-01-01,87.219803,88.899803,87.219803,87.867302,36.413109,2864606
2004-01-02,88.249802,88.899803,87.554802,88.182297,36.543648,3676067
2004-01-05,88.849800,89.899803,86.254799,86.862297,35.996632,4036428
2004-01-06,88.249802,90.494797,82.749802,83.809799,34.731640,8923438
2004-01-07,84.999802,85.999802,83.249802,84.634804,35.073524,5597751
2004-01-08,85.944801,87.487297,85.049797,86.554802,35.869198,6814433
2004-01-09,88.699799,93.049797,85.999802,87.507301,36.263920,11800903
2004-01-12,87.749802,87.749802,85.899803,86.599800,35.887848,3094746
2004-01-13,86.984802,87.994797,86.149803,87.302299,36.178970,3775047
2004-01-14,87.449799,89.249802,87.449799,87.909798,36.430721,3097126
2004-01-15,87.999802,88.749802,84.357300,84.742302,35.118084,2692045
2004-01-16,85.174797,86.199799,82.902298,85.392303,35.387440,4299869
2004-01-19,85.799797,87.349800,84.562302,86.779800,35.962437,3734227
2004-01-20,87.499802,88.149803,84.279800,85.712303,35.520054,4892270
2004-01-21,87.549797,88.249802,81.257301,82.514801,34.194981,7363295
2004-01-22,83.239799,87.549797,80.999802,81.777298,33.889351,8329436
2004-01-23,82.549797,86.499802,82.549797,86.169800,35.709648,5131050
2004-01-26,172.339996,172.339996,172.339996,172.339996,71.419464,0
2004-01-27,87.099800,87.099800,83.999802,86.682297,35.922024,4659289
2004-01-28,85.999802,86.549797,81.109802,82.834801,34.327583,5573351
2004-01-29,82.747299,82.999802,76.999802,78.514801,32.537334,8164296
2004-01-30,79.234802,80.749802,77.249802,77.882301,32.275215,4950290
2004-02-02,155.764999,155.764999,155.764999,155.764999,64.550621,0
2004-02-03,78.382301,78.999802,75.762398,76.407303,31.663975,4164168
2004-02-04,76.999802,77.849899,73.749802,75.882301,31.446407,5940392
2004-02-05,75.739899,77.349899,74.049896,75.159897,31.147024,5513751
2004-02-06,75.899803,78.099899,75.149803,77.832397,32.254543,5419011
2004-02-09,78.749802,82.499802,78.004898,81.569801,33.803364,3945488
2004-02-10,81.494797,82.069801,79.199799,80.039803,33.169315,4145408
2004-02-11,80.499802,80.949799,79.757301,80.464798,33.345440,2243004
2004-02-12,81.234802,81.349800,78.149803,79.002296,32.739365,3598067
2004-02-13,78.999802,81.699799,78.999802,81.382301,33.725658,3633847
2004-02-16,81.149803,81.924797,80.149803,80.792297,33.481163,2628665
2004-02-17,80.899803,81.199799,79.252296,80.362297,33.302952,2739565
2004-02-18,80.949799,81.249802,79.307297,79.442299,32.921700,2601905
2004-02-19,84.054802,84.054802,74.907303,75.297302,31.203964,5378151
2004-02-20,74.889801,76.494904,72.739899,75.727303,31.382175,6141532
2004-02-23,75.749802,75.999802,73.007401,73.294899,30.374161,2719965
2004-02-24,73.249901,73.949898,71.117401,73.162399,30.319246,4808570
2004-02-25,73.999802,73.999802,71.299896,71.802399,29.755650,3591867
2004-02-26,72.499901,73.349899,70.749901,71.129898,29.476955,3082786
2004-02-27,71.949898,73.344803,69.754898,72.874901,30.200106,5655311
2004-03-01,73.259903,75.172302,72.749901,74.952301,31.060995,2561025
2004-03-02,149.904999,149.904999,149.904999,149.904999,62.122162,0
2004-03-03,75.242302,76.244904,73.399803,75.629898,31.341810,3399307
2004-03-04,75.617302,76.849899,75.002296,75.854897,31.435047,3152066
2004-03-05,76.099899,76.194801,73.754898,74.184898,30.742983,3251746
2004-03-08,74.729897,74.899803,71.549896,72.019897,29.845783,3089706
2004-03-09,71.499901,71.849899,69.899902,71.434898,29.603350,4763029
2004-03-10,71.149902,73.719803,70.199898,72.749901,30.148312,4501609
2004-03-11,71.249901,72.749901,70.999901,71.924896,29.806414,2888286
2004-03-12,72.502403,74.224899,71.299896,73.509804,30.463219,2835086
2004-03-15,74.199898,74.747398,70.282402,70.994904,29.421013,4019468
2004-03-16,70.749901,73.499802,69.999901,73.117401,30.300598,2699665
2004-03-17,73.249901,73.984802,72.199898,73.472397,30.447721,2287385
2004-03-18,73.849899,73.849899,70.807404,71.267403,29.533939,2211024
2004-03-19,71.249901,72.974899,70.604897,71.272400,29.536013,2808266
2004-03-22,71.159897,71.899902,68.607399,69.057404,28.618105,2840766
2004-03-23,68.499901,71.097397,67.999901,69.764900,28.911289,3349467
2004-03-24,69.249901,70.249901,68.099899,69.224899,28.687504,2763925
2004-03-25,68.999901,70.199898,68.649902,68.949898,28.573542,1757803
2004-03-26,69.999901,71.949898,69.749901,71.394897,29.586781,2450605
2004-03-29,71.529900,71.749901,69.704903,70.529900,29.228313,1613183
2004-03-30,70.779900,71.242401,68.349899,68.834900,28.525888,2252584
2004-03-31,68.999901,69.694901,67.499901,67.967400,28.166388,2850326
2004-04-01,68.074898,69.149902,67.949898,68.552399,28.408819,1970344
2004-04-02,68.749901,69.099899,67.049896,67.439903,27.947783,2723225
2004-04-05,66.749901,70.399902,65.999901,69.594902,28.840837,2885046
2004-04-06,70.799896,71.699898,69.649902,70.432404,29.187906,2600445
2004-04-07,70.899902,71.599899,68.899902,70.839897,29.356777,2179044
2004-04-08,73.749802,77.499802,72.374901,73.239899,30.351364,5982052
2004-04-09,146.479996,146.479996,146.479996,146.479996,60.702812,0
2004-04-12,74.249802,74.249802,72.249901,72.599899,30.086145,1751163
2004-04-13,74.664803,80.599800,74.159897,80.254799,33.258408,6752693
2004-04-14,160.509995,160.509995,160.509995,160.509995,66.516991,0
2004-04-15,81.249802,82.419800,79.449799,79.884804,33.105083,6925514
2004-04-16,82.499802,83.699799,80.799797,81.224800,33.660389,8314516
2004-04-19,80.739799,80.739799,78.804802,79.639801,33.003551,3554267
2004-04-20,80.099800,80.699799,79.744797,80.349800,33.297779,1748043
2004-04-21,80.099800,80.449799,79.399803,79.847298,33.089531,2314545
2004-04-22,80.449799,81.549797,79.749802,80.499802,33.359940,2225084
2004-04-23,80.087303,81.234802,79.299797,79.667297,33.014946,2433605
2004-04-26,159.335007,159.335007,159.335007,159.335007,66.030052,0
2004-04-27,79.504799,79.749802,75.949898,76.532303,31.715767,3193166
2004-04-28,76.499802,77.494904,75.749802,76.117302,31.543795,2003124
2004-04-29,75.999802,77.497398,75.549896,76.457397,31.684725,1986684
2004-04-30,75.249802,78.399803,75.249802,77.222397,32.001755,2821206
2004-05-03,77.749802,79.199799,76.499802,77.622398,32.167511,2847946
2004-05-04,78.599800,80.249802,78.499802,79.699799,33.028408,2204244
2004-05-05,80.049797,80.849800,79.749802,80.259804,33.260479,2517005
2004-05-06,80.499802,82.434799,79.274803,79.644798,51.678406,2074024
2004-05-07,79.449799,79.449799,77.124802,77.434898,50.244480,1981244
2004-05-10,77.049896,77.449898,75.999802,76.797302,49.830769,1364623
2004-05-11,76.749802,76.749802,74.899803,75.407303,48.928856,1700803
2004-05-12,75.004898,76.749802,74.999802,76.419899,49.585884,1503723
2004-05-13,75.049896,81.349800,73.749802,80.184799,52.028782,4054128
2004-05-14,80.499802,81.242302,76.324898,77.284897,50.147148,3506127
2004-05-17,76.999802,76.999802,59.999901,63.092400,40.938194,2621625
2004-05-18,63.099899,79.749802,61.499901,77.179802,50.078957,4316509
2004-05-19,77.599899,78.899803,74.999802,76.159897,49.417179,2904286
2004-05-20,77.467300,77.494904,73.299896,73.739899,47.846935,2178124
2004-05-21,73.749802,76.049896,71.349899,75.472397,48.971092,2590925
2004-05-24,76.999802,81.187302,75.249802,80.469803,52.213718,4928150
2004-05-25,80.434799,82.234802,77.599899,81.017303,52.568970,5361831
2004-05-26,80.999802,82.199799,78.552299,79.372299,51.501587,3757687
2004-05-27,78.999802,81.127296,78.249802,80.309799,52.109905,4442249
2004-05-28,79.449799,80.174797,73.049896,75.224899,48.810513,7438075
2004-05-31,75.499802,77.394897,73.004898,76.362396,49.548584,4353209
2004-06-01,76.849899,78.199898,75.907303,76.352303,49.542038,2584085
2004-06-02,75.984802,76.974899,75.249802,76.432404,49.594002,2368405
2004-06-03,76.749802,77.484802,72.349899,73.009903,47.373276,2793006
2004-06-04,73.749802,75.449898,72.499901,75.079803,48.716351,3788747
2004-06-07,75.497398,76.694801,73.399803,74.259804,48.184288,2576045
2004-06-08,75.099899,75.749802,74.007301,74.737396,48.494179,2587545
2004-06-09,74.502296,75.449898,74.149803,74.707397,48.474709,1476623
2004-06-10,74.049896,76.439796,74.049896,76.162399,49.418804,2186064
2004-06-11,76.349899,76.699898,73.754898,73.974899,47.999428,2641265
2004-06-14,74.994904,74.994904,71.649902,72.137398,46.807148,3263686
2004-06-15,71.799896,74.899803,71.499901,74.382301,48.263767,2745565
2004-06-16,74.599899,75.499802,73.654800,74.197304,48.143742,2125344
2004-06-17,74.349899,75.449898,73.557404,75.192398,48.789410,1813924
2004-06-18,75.499802,76.799896,74.599899,75.657303,49.091061,4954770
2004-06-21,75.844803,78.849800,75.099899,78.427299,50.888412,4443549
2004-06-22,77.999802,78.497299,77.184898,77.869904,50.526741,3425627
2004-06-23,78.469803,79.099800,76.399803,76.759804,49.806435,3742707
2004-06-24,77.049896,79.599800,76.649803,79.234802,51.412369,3554527
2004-06-25,80.249802,81.299797,78.299896,79.859802,51.817905,2811832
2004-06-28,80.699799,84.599800,80.654800,83.467300,54.158657,4515616
2004-06-29,83.699799,83.699799,80.249802,81.164803,52.664673,3945974
2004-06-30,81.299797,81.974800,79.387299,79.807297,51.783836,2804152
2004-07-01,80.099800,80.924797,78.824799,80.369797,52.148819,1955964
2004-07-02,80.249802,80.849800,78.757301,79.154800,51.360462,2114984
2004-07-05,79.199799,80.249802,77.999802,78.532303,50.956543,1468190
2004-07-06,79.049797,80.234802,78.037399,79.762299,51.754650,1521096
2004-07-07,79.499802,80.699799,76.799896,77.317398,50.168232,3379067
2004-07-08,77.999802,79.049797,73.499802,75.149803,48.761768,3753547
2004-07-09,74.954803,75.434898,72.179901,74.977303,48.649834,1961804
2004-07-12,75.232399,76.499802,74.279800,74.714897,48.479576,1840070
2004-07-13,75.749802,76.499802,73.949898,74.392303,48.270256,2138424
2004-07-14,74.999802,77.099899,74.999802,76.777397,49.817852,5273137
2004-07-15,76.934898,79.019798,76.807404,78.749802,51.097672,3112893
2004-07-16,79.049797,79.499802,77.564796,78.899803,51.195004,2972399
2004-07-19,78.749802,79.724800,78.449799,79.304802,51.457787,2422105
2004-07-20,79.949799,79.949799,77.579803,77.947304,50.576954,1718290
2004-07-21,79.514801,79.514801,77.249802,78.644798,51.029530,1618457
2004-07-22,80.069801,80.069801,77.714897,78.622299,51.014938,2567425
2004-07-23,78.449799,82.034798,78.449799,79.387299,51.511314,5834818
2004-07-26,78.749802,79.049797,77.999802,78.577301,50.985737,2316625
2004-07-27,80.999802,80.999802,77.564796,77.894897,50.542953,1565143
2004-07-28,79.499802,79.499802,78.149803,79.027298,51.277737,1733670
2004-07-29,79.432297,81.682297,78.374802,81.187302,52.679260,4634323
2004-07-30,81.997299,83.189796,81.314796,82.012299,53.214573,3390020
2004-08-02,82.499802,82.709801,80.129799,81.089798,52.616013,2608305
2004-08-03,82.349800,82.349800,79.799797,80.684799,52.353218,3221126
2004-08-04,80.699799,80.699799,79.049797,79.702301,51.715714,2024451
2004-08-05,80.099800,85.237297,80.099800,84.667297,54.937298,6930754
2004-08-06,85.132301,85.154800,82.072304,82.619797,53.608753,5702305
2004-08-09,82.199799,84.142303,80.714798,83.707298,54.314400,3297847
2004-08-10,83.549797,84.749802,82.649803,84.232300,54.655041,3156446
2004-08-11,84.599800,85.867302,82.964798,83.489799,54.173264,4748056
2004-08-12,83.174797,83.894798,81.224800,81.569801,52.927456,3458940
2004-08-13,81.299797,82.049797,79.582298,80.107300,51.978500,3975635
2004-08-16,80.369797,81.427299,79.799797,81.052299,52.591675,2591865
2004-08-17,81.449799,82.784798,81.412300,81.862297,53.117252,2021304
2004-08-18,82.042297,83.189796,81.022301,81.997299,53.204849,3452427
2004-08-19,82.349800,84.427299,82.199799,84.127296,54.586914,3869021
2004-08-20,84.299797,85.274803,83.564796,84.614799,54.903240,3402847
2004-08-23,83.999802,86.519798,83.954803,84.637299,54.917839,3335480
2004-08-24,85.049797,87.419800,84.787300,86.579803,56.178265,3058826
2004-08-25,86.549797,87.599800,84.314796,84.764801,55.000580,3137073
2004-08-26,84.937302,86.399803,84.749802,85.994797,55.798672,3541607
2004-08-27,85.934799,85.949799,84.487297,85.259804,55.321762,1357356
2004-08-30,85.949799,87.217300,85.349800,86.992302,56.445908,1511163
2004-08-31,86.992302,87.599800,86.024803,86.774803,56.304783,2023544
2004-09-01,86.999802,87.284798,86.249802,86.399803,56.061462,1579343
2004-09-02,86.699799,87.719803,86.249802,86.737297,56.280437,1593783
2004-09-03,86.999802,87.554802,86.324799,87.209801,56.587025,1266203
2004-09-06,87.749802,88.274803,87.014801,87.592300,56.835220,1290516
2004-09-07,87.599800,89.099800,87.599800,88.859802,57.657658,2838392
2004-09-08,88.949799,89.609802,88.214798,88.537300,57.448402,1333049
2004-09-09,88.649803,88.799797,87.764801,88.462303,57.399738,1209496
2004-09-10,88.199799,88.949799,88.147301,88.642303,57.516529,1268543
2004-09-13,88.799797,89.849800,87.749802,88.379799,57.346199,1509823
2004-09-14,88.499802,90.584801,87.637299,90.134804,58.484966,3176486
2004-09-15,90.749802,90.749802,87.899803,88.312302,57.302391,2478685
2004-09-16,88.334801,88.724800,87.487297,88.544800,57.453266,1220116
2004-09-17,88.687302,89.399803,88.499802,88.844803,57.647915,1415536
2004-09-20,88.514801,89.249802,86.699799,87.104797,56.518902,2934432
2004-09-21,87.284798,90.082298,86.444801,89.864799,58.309753,3679227
2004-09-22,90.599800,91.724800,85.529800,90.817299,58.927799,2141331
2004-09-23,90.149803,90.532303,88.514801,88.972298,57.730637,1618370
2004-09-24,88.882301,88.949799,86.872299,87.322304,56.660038,2829559
2004-09-27,87.449799,88.499802,85.949799,86.534798,56.149052,2358471
2004-09-28,86.084801,86.309799,85.237297,85.627296,55.560207,2783019
2004-09-29,86.249802,87.884804,85.544800,87.562302,56.815746,2106104
2004-09-30,87.749802,89.999802,87.749802,89.489799,58.066433,2541958
2004-10-01,89.684799,91.349800,89.549797,90.704803,58.854809,1974511
2004-10-04,90.899803,94.799797,90.899803,94.199799,61.122570,2596078
2004-10-05,94.799797,96.269798,94.394798,95.579803,62.018005,3150653
2004-10-06,95.249802,95.579803,92.924797,93.269798,60.519135,1658723
2004-10-07,93.299797,95.249802,93.149803,94.814796,61.521622,1404449
2004-10-08,91.079803,96.299797,91.079803,95.752296,62.129929,1958997
2004-10-11,95.984802,97.049797,94.072304,94.544800,61.346443,1725397
2004-10-12,95.399803,96.899803,92.759804,93.967300,60.971725,3194373
2004-10-13,187.934998,187.934998,187.934998,187.934998,121.943680,0
2004-10-14,94.432297,99.899803,94.364799,98.992302,64.232239,4068981
2004-10-15,99.749802,101.400002,96.832298,97.447304,63.229744,5100857
2004-10-18,97.799797,98.497299,95.174797,95.804802,62.163982,1928830
2004-10-19,96.149803,98.099800,95.999802,97.837303,63.482803,2506078
2004-10-20,94.079803,98.249802,94.079803,97.072304,62.986427,1644870
2004-10-21,96.749802,97.319801,95.662300,96.134804,62.378109,1527330
2004-10-22,192.270004,192.270004,192.270004,192.270004,124.756500,0
2004-10-25,95.849800,96.442299,94.507301,95.122299,61.721146,1036355
2004-10-26,95.099800,96.269798,94.364799,95.872299,62.207790,2855966
2004-10-27,95.999802,97.349800,95.917297,96.217300,62.431648,1367149
2004-10-28,96.749802,99.442299,96.299797,98.819801,64.120323,2076311
2004-10-29,99.149803,99.449799,97.214798,98.624802,63.993778,1399916
2004-11-01,98.399803,98.849800,97.282303,98.174797,63.701786,629635
2004-11-02,98.399803,99.742302,97.934799,99.014801,64.246841,2040357
2004-11-03,99.749802,102.419998,99.359802,101.250000,65.697174,2086371
2004-11-04,102.000000,103.500000,99.757301,100.656998,65.312393,1789930
2004-11-05,101.099998,103.349998,101.099998,103.080002,66.884575,1764223
2004-11-08,103.800003,104.220001,102.449997,103.177002,66.947525,3354880
2004-11-09,103.514999,104.175003,102.906998,103.491997,67.151917,2068957
2004-11-10,103.050003,105.224998,102.315002,104.910004,68.071991,1865404
2004-11-11,105.150002,105.300003,103.656998,103.949997,67.449097,830955
2004-11-12,103.949997,105.000000,103.544998,103.934998,67.439369,246860
2004-11-15,207.869995,207.869995,207.869995,207.869995,134.878738,0
