Date,Open,High,Low,Close,Adj Close,Volume
1997-07-07,2.183330,2.233330,2.133330,2.216660,0.221622,135000
1997-07-08,2.233330,2.250000,2.200000,2.200000,0.219956,270001
1997-07-09,2.216660,2.240000,2.213330,2.236660,0.223621,330001
1997-07-10,2.296660,2.296660,2.213330,2.220830,0.222039,375001
1997-07-11,2.266660,2.280000,2.233330,2.266660,0.226621,300001
1997-07-14,2.283330,2.326660,2.266660,2.285000,0.228454,240000
1997-07-15,2.300000,2.300000,2.275000,2.285830,0.228537,195000
1997-07-16,2.400000,2.513330,2.400000,2.513330,0.251283,720001
1997-07-17,2.500000,2.579160,2.490830,2.506660,0.250616,546001
1997-07-18,2.516660,2.516660,2.351660,2.351660,0.235119,405001
1997-07-21,2.500000,2.533330,2.483330,2.508330,0.250783,780002
1997-07-22,2.733330,2.758330,2.666660,2.758330,0.275778,1455003
1997-07-23,2.936660,2.936660,2.839990,2.882490,0.288191,1575003
1997-07-24,2.938330,2.939160,2.883330,2.884990,0.288441,345001
1997-07-25,2.863330,2.866660,2.739990,2.798330,0.279777,630001
1997-07-28,3.046660,3.077490,2.933330,3.068330,0.306772,2040004
1997-07-29,3.233330,3.296660,3.203330,3.252490,0.325184,1620003
1997-07-30,3.329990,3.366660,2.983330,3.183330,0.318269,1920004
1997-07-31,3.196660,3.249990,3.106660,3.234990,0.323434,1260002
1997-08-01,3.233330,3.497490,3.099990,3.497490,0.349679,3945008
1997-08-04,3.846660,3.846660,3.846660,3.846660,1.348481,60000
1997-08-05,4.083330,4.230820,4.083330,4.230820,1.483151,1200002
1997-08-06,4.371660,4.371660,4.371660,4.371660,1.532524,330001
1997-08-07,4.371660,4.371660,4.371660,4.371660,1.532524,435001
1997-08-08,4.371660,4.371660,4.371660,4.371660,1.532524,60000
1997-08-11,4.808320,4.808320,4.433320,4.492490,1.574882,1575003
1997-08-12,4.499990,4.559990,4.416660,4.439990,1.556478,390001
1997-08-13,4.366660,4.416660,4.303320,4.305820,1.509443,270001
1997-08-14,4.243320,4.266660,4.166660,4.238320,1.485781,765002
1997-08-15,null,null,null,null,null,null
1997-08-18,null,null,null,null,null,null
1997-08-19,4.100830,4.166660,4.100830,4.138330,1.450729,135000
1997-08-20,4.133330,4.182490,4.117490,4.149990,1.454815,195000
1997-08-21,4.133330,4.133330,4.116660,4.116660,1.443132,30000
1997-08-22,4.063330,4.083330,4.016660,4.049990,1.419760,150000
1997-08-25,null,null,null,null,null,null
1997-08-26,4.073330,4.073330,3.916660,3.973330,1.392886,360001
1997-08-27,3.993330,3.999990,3.899990,3.919990,1.374187,300001
1997-08-28,3.816660,3.866660,3.699990,3.700830,1.297359,1050002
1997-08-29,3.633330,3.816660,3.583330,3.674990,1.288300,765002
1997-09-01,3.663330,3.883330,3.663330,3.853330,1.350819,915002
1997-09-02,3.896660,4.163330,3.879990,4.120830,1.444594,1575003
1997-09-03,4.319990,4.333320,4.233320,4.289990,1.503894,900002
1997-09-04,4.209990,4.226660,4.089990,4.124160,1.445761,885002
1997-09-05,4.199990,4.466660,4.199990,4.319160,1.514120,2475005
1997-09-08,4.366660,4.750820,4.366660,4.750820,1.665442,1725003
1997-09-09,4.836660,5.129990,4.833320,4.931660,1.728837,1590003
1997-09-10,4.866660,4.899990,4.786660,4.830820,1.693487,711001
1997-09-11,4.883320,4.883320,4.736660,4.736660,1.660478,525001
1997-09-12,4.662490,4.699990,4.566660,4.634160,1.624546,1140002
1997-09-15,4.549990,4.599990,4.483320,4.564160,1.600007,525001
1997-09-16,4.541660,4.573320,4.493320,4.573320,1.603218,615001
1997-09-17,4.549990,4.566660,4.513320,4.539990,1.591534,480001
1997-09-18,4.483320,4.483320,4.366660,4.449990,1.559983,510001
1997-09-19,4.440820,4.546660,4.433320,4.488320,1.573420,840002
1997-09-22,4.402490,4.422490,4.366660,4.404990,1.544208,555001
1997-09-23,4.430820,4.733320,4.430820,4.680820,1.640903,1365003
1997-09-24,4.706660,4.783320,4.661660,4.661660,1.634186,870002
1997-09-25,4.686660,4.806660,4.669990,4.734990,1.659893,915002
1997-09-26,4.883320,5.066660,4.816660,4.964160,1.740231,1695003
1997-09-29,5.066660,5.399990,5.033320,5.196660,1.821735,2565005
1997-09-30,5.183320,5.183320,5.016660,5.109990,1.791353,825002
1997-10-01,5.039990,5.119990,5.037490,5.105820,1.789891,1080602
1997-10-02,null,null,null,null,null,null
1997-10-03,5.084160,5.106660,5.006660,5.065820,1.775868,1395003
1997-10-06,5.083320,5.249990,5.083320,5.155820,1.807418,1275003
1997-10-07,5.166660,5.239990,5.166660,5.230820,1.833710,2676005
1997-10-08,5.243320,5.283320,5.213320,5.213320,1.827575,678001
1997-10-09,5.183320,5.183320,5.089990,5.099160,1.787556,270001
1997-10-10,5.119990,5.153320,5.083320,5.106660,1.790185,810002
1997-10-13,5.163320,5.166660,5.116660,5.149160,1.805084,390001
1997-10-14,5.120820,5.126660,4.799990,4.842490,1.697578,810002
1997-10-15,4.919990,4.919990,4.739990,4.749990,1.665151,945002
1997-10-16,4.803320,4.803320,4.676660,4.701660,1.648208,645001
1997-10-17,4.733320,4.999990,4.649990,4.869160,1.706927,12435025
1997-10-20,5.522490,6.079990,5.522490,5.999990,2.103349,2155004
1997-10-21,6.019990,6.207490,5.899990,6.072490,2.128765,1455003
1997-10-22,6.147490,6.169990,6.029990,6.129990,2.148922,836002
1997-10-23,6.099990,6.149990,5.902490,5.987490,2.098967,565001
1997-10-24,5.902490,5.939990,5.859990,5.904990,2.070047,530001
1997-10-27,5.924990,5.924990,5.849990,5.872490,2.058653,190000
1997-10-28,null,null,null,null,null,null
1997-10-29,null,null,null,null,null,null
1997-10-30,5.659990,5.779990,5.654990,5.757490,2.018339,105000
1997-10-31,null,null,null,null,null,null
1997-11-03,5.712490,5.729990,5.649990,5.679990,1.991171,340001
1997-11-04,5.664990,5.704990,5.499990,5.559990,1.949104,400001
1997-11-05,5.379990,5.379990,5.009990,5.027490,1.762431,855002
1997-11-06,5.009990,5.009990,4.629990,4.852490,1.701083,1325003
1997-11-07,4.909990,5.089990,4.822490,4.849990,1.700207,595001
1997-11-10,4.659990,4.739990,4.529990,4.737490,1.660769,490001
1997-11-11,4.599990,4.689990,4.592490,4.679990,1.640612,315001
1997-11-12,4.629990,4.649990,4.359990,4.399990,1.542456,645001
1997-11-13,4.359990,4.569990,4.219990,4.279990,1.500388,535001
1997-11-14,4.259990,4.269990,4.099990,4.202490,1.473220,510001
1997-11-17,4.209990,4.577490,3.999990,4.369990,1.531938,755001
1997-11-18,4.349990,4.399990,4.199990,4.227490,1.481984,510001
1997-11-19,4.144990,4.299990,4.029990,4.257490,1.492500,600001
1997-11-20,4.147490,4.249990,4.049990,4.127490,1.446928,570001
1997-11-21,4.139990,4.299990,4.049990,4.084990,1.432029,825002
1997-11-24,4.279990,4.299990,4.132490,4.132490,1.448681,180000
1997-11-25,4.189990,4.319990,4.189990,4.307490,1.510029,260001
1997-11-26,4.397490,4.737490,4.397490,4.737490,1.660769,980002
1997-11-27,4.924990,5.029990,4.749990,4.972490,1.743150,1005002
1997-11-28,5.042490,5.104990,5.042490,5.104990,1.789600,1062002
1997-12-01,5.399990,5.479990,5.179990,5.407490,1.895643,1272003
1997-12-02,5.269990,5.449990,5.269990,5.404990,1.894767,345001
1997-12-03,5.324990,5.412490,5.299990,5.379990,1.886003,565001
1997-12-04,5.314990,5.419990,5.257490,5.327490,1.867599,1325003
1997-12-05,5.254990,5.319990,4.839990,4.937490,1.730881,990002
1997-12-08,4.899990,4.899990,4.619990,4.647490,1.629219,290001
1997-12-09,4.649990,4.719990,4.642490,4.709990,1.651128,100000
1997-12-10,4.699990,4.999990,4.699990,4.972490,1.743150,350001
1997-12-11,4.912490,4.912490,4.649990,4.844990,1.698454,425001
1997-12-12,4.849990,4.849990,4.752490,4.804990,1.684432,150000
1997-12-15,4.649990,4.774990,4.649990,4.747490,1.664275,50000
1997-12-16,4.774990,4.979990,4.774990,4.969990,1.742274,160000
1997-12-17,4.799990,5.029990,4.799990,4.979990,1.745780,65000
1997-12-18,4.912490,5.009990,4.912490,4.947490,1.734386,90000
1997-12-19,4.947490,4.977490,4.899990,4.899990,1.717735,199000
1997-12-22,5.039990,5.049990,4.969990,4.989990,1.749285,125000
1997-12-23,4.999990,5.009990,4.969990,5.009990,1.756296,30000
1997-12-24,4.939990,4.974990,4.899990,4.902490,1.718611,191000
1997-12-25,null,null,null,null,null,null
1997-12-26,4.919990,4.934990,4.872490,4.917490,1.723869,97000
1997-12-29,4.899990,4.899990,4.777490,4.859990,1.703713,180000
1997-12-30,4.799990,4.814990,4.719990,4.772490,1.673039,265001
1997-12-31,4.759990,4.767490,4.709990,4.739990,1.661645,100000
1998-01-01,4.732490,4.732490,4.579990,4.657490,1.632725,197000
1998-01-02,4.699990,4.789990,4.669990,4.774990,1.673915,345001
1998-01-05,4.789990,4.949990,4.789990,4.897490,1.716859,415001
1998-01-06,4.819990,4.899990,4.812490,4.894990,1.715982,95000
1998-01-07,4.869990,5.039990,4.869990,4.999990,1.752791,275001
1998-01-08,4.989990,5.139990,4.969990,5.007490,1.755420,909002
1998-01-09,4.909990,4.969990,4.889990,4.949990,1.735263,375001
1998-01-12,4.839990,4.949990,4.709990,4.932490,1.729128,830002
1998-01-13,4.879990,4.939990,4.862490,4.924990,1.726499,1250002
1998-01-14,4.879990,4.892490,4.839990,4.892490,1.715105,165000
1998-01-15,4.869990,4.959990,4.839990,4.932490,1.729128,160000
1998-01-16,4.959990,4.989990,4.927490,4.944990,1.733510,250000
1998-01-19,4.799990,4.899990,4.749990,4.882490,1.711600,175000
1998-01-20,4.939990,5.079990,4.899990,4.917490,1.723869,210000
1998-01-21,4.849990,4.927490,4.819990,4.899990,1.717735,390001
1998-01-22,4.874990,4.919990,4.867490,4.904990,1.719488,995002
1998-01-23,4.862490,4.879990,4.829990,4.869990,1.707218,370001
1998-01-26,null,null,null,null,null,null
1998-01-27,4.879990,4.924990,4.789990,4.899990,1.717735,485001
1998-01-28,4.864990,4.949990,4.824990,4.949990,1.735263,340001
1998-01-29,4.864990,4.964990,4.842490,4.954990,1.737016,1415003
1998-01-30,null,null,null,null,null,null
1998-02-02,4.987490,4.987490,4.987490,4.987490,1.748409,5000
1998-02-03,4.987490,4.987490,4.952490,4.979990,1.745780,20000
1998-02-04,4.949990,4.949990,4.902490,4.924990,1.726499,145000
1998-02-05,4.914990,4.959990,4.912490,4.949990,1.735263,50000
1998-02-06,4.949990,5.069990,4.909990,5.014990,1.758049,355001
1998-02-09,4.959990,4.969990,4.949990,4.954990,1.737016,450001
1998-02-10,4.954990,4.962490,4.952490,4.954990,1.737016,55000
1998-02-11,4.957490,4.979990,4.957490,4.974990,1.744027,275001
1998-02-12,4.937490,4.987490,4.937490,4.969990,1.742274,40000
1998-02-13,4.967490,4.969990,4.957490,4.962490,1.739645,725001
1998-02-16,4.949990,5.197490,4.949990,5.129990,1.798364,80000
1998-02-17,5.149990,5.149990,5.089990,5.104990,1.789600,110000
1998-02-18,5.052490,5.052490,5.044990,5.052490,1.771196,20000
1998-02-19,5.049990,5.117490,5.049990,5.097490,1.786970,55000
1998-02-20,5.049990,5.249990,5.049990,5.164990,1.810632,170000
1998-02-23,5.294990,5.579990,5.249990,5.484990,1.922812,230000
1998-02-24,5.489990,5.549990,5.459990,5.479990,1.921059,90000
1998-02-25,null,null,null,null,null,null
1998-02-26,5.637490,5.999990,5.637490,5.839990,2.047260,120000
1998-02-27,5.949990,6.019990,5.899990,5.982490,2.097215,350001
1998-03-02,6.099990,6.399990,6.059990,6.387490,2.239191,740001
1998-03-03,6.049990,6.249990,6.049990,6.192490,2.170832,340001
1998-03-04,6.199990,6.329990,6.199990,6.299990,2.208517,320001
1998-03-05,6.297490,6.297490,6.189990,6.194990,2.171709,115000
1998-03-06,6.119990,6.189990,6.109990,6.129990,2.148922,265001
1998-03-09,6.219990,6.219990,6.074990,6.074990,2.129642,380001
1998-03-10,6.079990,6.119990,5.999990,6.117490,2.144540,462001
1998-03-11,6.012490,6.019990,5.929990,5.979990,2.096339,150000
1998-03-12,5.939990,6.049990,5.939990,6.009990,2.106855,300001
1998-03-13,null,null,null,null,null,null
1998-03-16,6.099990,6.159990,6.099990,6.139990,2.152428,185000
1998-03-17,6.099990,6.149990,6.099990,6.144990,2.154180,135000
1998-03-18,6.019990,6.449990,6.019990,6.314990,2.213776,400001
1998-03-19,6.399990,6.559990,6.269990,6.499990,2.278629,405001
1998-03-20,6.499990,6.889990,6.474990,6.682490,2.342606,375001
1998-03-23,6.999990,7.249990,6.949990,7.112490,2.493346,300001
1998-03-24,7.099990,7.199990,6.979990,7.127490,2.498605,350001
1998-03-25,7.179990,7.299990,7.149990,7.244990,2.539795,3235006
1998-03-26,7.299990,7.319990,7.122490,7.159990,2.509998,155000
1998-03-27,7.139990,7.199990,7.089990,7.157490,2.509122,240000
1998-03-30,7.449990,7.829980,7.449990,7.524990,2.637951,500001
1998-03-31,7.419990,7.597480,7.419990,7.514990,2.634446,250000
1998-04-01,7.612480,8.264980,7.612480,8.264980,2.897362,1180002
1998-04-02,8.597480,8.619980,8.399980,8.414980,2.949945,1385003
1998-04-03,8.399980,8.479980,8.062480,8.427480,2.954328,555001
1998-04-06,8.744980,9.269980,8.549980,9.269980,3.249674,1210002
1998-04-07,9.499980,10.195000,9.489980,10.195000,3.573947,885002
1998-04-08,10.520000,10.532500,10.520000,10.532500,3.692262,870002
1998-04-09,null,null,null,null,null,null
1998-04-10,10.532500,10.532500,10.532500,10.532500,3.692262,125000
1998-04-13,11.585000,11.585000,11.260000,11.585000,4.061224,1000002
1998-04-14,null,null,null,null,null,null
1998-04-15,12.050000,12.742500,12.000000,12.742500,4.466996,410501
1998-04-16,13.165000,13.165000,13.165000,13.165000,4.615108,1830504
1998-04-17,13.165000,13.165000,13.165000,13.165000,4.615108,176000
1998-04-20,14.480000,14.480000,14.480000,14.480000,5.076092,555501
1998-04-21,15.780000,15.780000,14.362500,15.077500,5.285552,3033006
1998-04-22,15.100000,16.000000,13.800000,13.832500,4.849106,3835008
1998-04-23,13.800000,14.900000,13.020000,14.287500,5.008610,1778004
1998-04-24,14.220000,14.390000,12.860000,13.305000,4.664185,1050002
1998-04-27,13.760000,13.920000,13.150000,13.322500,4.670320,465001
1998-04-28,null,null,null,null,null,null
1998-04-29,13.400000,13.750000,13.350000,13.707500,4.805286,843002
1998-04-30,13.630000,13.850000,13.550000,13.742500,4.817554,485001
1998-05-01,null,null,null,null,null,null
1998-05-04,14.470000,14.780000,14.130000,14.690000,5.149709,605001
1998-05-05,14.860000,14.860000,14.202500,14.350000,5.030519,245000
1998-05-06,14.010000,14.270000,13.800000,14.130000,4.953397,335401
1998-05-07,null,null,null,null,null,null
1998-05-08,14.010000,14.240000,14.000000,14.005000,4.909577,321001
1998-05-11,null,null,null,null,null,null
1998-05-12,13.510000,14.500000,13.500000,14.295000,5.011240,235000
1998-05-13,13.620000,14.147500,13.620000,13.987500,4.903442,1161002
1998-05-14,13.950000,14.750000,13.600000,14.635000,5.130428,785602
1998-05-15,14.500000,14.800000,14.500000,14.720000,5.160226,330001
1998-05-18,14.940000,15.900000,14.880000,15.517500,5.439796,820002
1998-05-19,15.850000,15.930000,15.640000,15.852500,5.557234,444001
1998-05-20,15.990000,16.730000,15.990000,16.597500,5.818400,992002
1998-05-21,16.690001,16.750000,15.700000,16.057501,5.629099,830002
1998-05-22,16.000000,16.590000,16.000000,16.517500,5.790356,630001
1998-05-25,16.600000,16.889999,16.389999,16.780001,5.882376,1265003
1998-05-26,17.000000,17.250000,16.510000,17.067499,5.983162,2175404
1998-05-27,17.190001,18.760000,17.100000,18.692499,6.552819,2405005
1998-05-28,18.750000,20.250000,18.500000,19.097500,6.694795,1920004
1998-05-29,18.735001,18.900000,17.809999,18.397499,6.449405,1705003
1998-06-01,19.600000,20.235001,19.500000,19.552500,6.854302,3365007
1998-06-02,19.299999,19.850000,18.010000,18.445000,6.466057,2100004
1998-06-03,18.750000,18.990000,17.852501,18.872499,6.615921,2200004
1998-06-04,18.900000,19.309999,18.420000,18.502501,6.486216,895002
1998-06-05,18.299999,18.299999,17.530001,17.737499,6.218037,2765005
1998-06-08,17.020000,17.900000,15.970000,17.767500,6.228554,6907014
1998-06-09,18.049999,19.139999,17.209999,18.647499,6.537046,3120006
1998-06-10,18.799999,19.000000,17.740000,17.762501,6.226801,1920004
1998-06-11,17.530001,18.150000,16.500000,17.992500,6.307430,2250004
1998-06-12,18.240000,18.889999,18.100000,18.260000,6.401204,960702
1998-06-15,17.990000,17.990000,17.132500,17.165001,6.555888,1680003
1998-06-16,16.980000,17.200001,16.230000,17.125000,6.540610,2395005
1998-06-17,17.230000,18.000000,17.209999,17.959999,6.859526,2710005
1998-06-18,18.000000,18.090000,17.000000,17.027500,6.503370,1075002
1998-06-19,16.700001,17.049999,16.400000,16.807501,6.419346,1420003
1998-06-22,16.150000,16.600000,15.912500,16.557501,6.323863,1495003
1998-06-23,16.200001,16.600000,15.960000,16.347500,6.243657,1010502
1998-06-24,16.520000,17.200001,16.490000,17.155001,6.552067,1880004
1998-06-25,17.250000,17.719999,17.120001,17.355000,6.628454,1385003
1998-06-26,17.299999,17.522499,17.000000,17.347500,6.625591,800002
1998-06-29,17.490000,18.850000,17.450001,18.762501,7.166026,2995006
1998-06-30,18.850000,18.865000,18.250000,18.692499,7.139290,1895004
1998-07-01,18.350000,19.219999,18.004999,18.912500,7.223315,1995004
1998-07-02,18.750000,19.200001,18.700001,18.792500,7.177486,670001
1998-07-03,18.730000,18.780001,17.799999,18.004999,6.876712,2205004
1998-07-06,18.200001,19.000000,18.200001,18.987499,7.251960,515001
1998-07-07,19.100000,19.850000,18.850000,19.260000,7.356038,1866004
1998-07-08,19.420000,19.690001,18.900000,19.215000,7.338852,500001
1998-07-09,19.389999,19.389999,18.600000,18.645000,7.121149,300001
1998-07-10,18.700001,18.940001,18.680000,18.817499,7.187031,443001
1998-07-13,18.997499,19.049999,18.620001,18.700001,7.142156,290001
1998-07-14,18.650000,18.799999,18.549999,18.637501,7.118285,990002
1998-07-15,18.900000,18.950001,18.665001,18.887501,7.213766,365001
1998-07-16,18.997499,19.540001,18.997499,19.445000,7.426695,1010002
1998-07-17,19.389999,19.389999,18.740000,18.844999,7.197535,530001
1998-07-20,18.950001,19.100000,18.559999,18.580000,7.096324,171500
1998-07-21,18.639999,18.730000,18.270000,18.320000,6.997018,195000
1998-07-22,18.299999,18.299999,18.000000,18.045000,6.891989,130000
1998-07-23,17.850000,18.100000,17.559999,17.660000,6.744944,195000
1998-07-24,17.299999,17.500000,17.150000,17.202499,6.570210,280001
1998-07-27,17.200001,18.500000,17.200001,17.915001,6.842340,880002
1998-07-28,18.000000,19.347500,18.000000,19.347500,7.389457,1810004
1998-07-29,19.747499,20.000000,19.250000,19.700001,7.524088,2085204
1998-07-30,19.950001,20.500000,19.725000,19.770000,7.550823,2125004
1998-07-31,19.850000,20.087500,19.469999,19.834999,7.575650,1197002
1998-08-03,19.500000,19.700001,19.400000,19.450001,7.428606,410001
1998-08-04,19.500000,19.600000,18.299999,18.440001,7.042853,535001
1998-08-05,18.299999,19.000000,18.299999,18.977501,7.248141,200700
1998-08-06,19.059999,19.299999,18.940001,18.977501,7.248141,355001
1998-08-07,19.049999,19.299999,19.000000,19.212500,7.337896,460201
1998-08-10,19.115000,19.309999,19.002501,19.090000,7.291110,285001
1998-08-11,19.059999,19.190001,18.950001,19.032499,7.269146,250000
1998-08-12,18.700001,18.900000,18.000000,18.254999,6.972193,460001
1998-08-13,18.290001,18.497499,18.000000,18.427500,7.038079,377001
1998-08-14,18.480000,18.490000,18.049999,18.070000,6.901537,210000
1998-08-17,18.400000,18.440001,17.799999,17.985001,6.869072,174000
1998-08-18,17.799999,17.799999,16.912500,17.014999,6.498597,246000
1998-08-19,17.250000,17.837500,17.250000,17.520000,6.691474,180000
1998-08-20,17.950001,18.920000,17.850000,18.632500,7.116373,550001
1998-08-21,18.500000,18.600000,18.250000,18.325001,6.998931,200000
1998-08-24,18.290001,18.610001,18.270000,18.530001,7.077227,90500
1998-08-25,18.325001,18.580000,18.320000,18.385000,7.021847,155000
1998-08-26,null,null,null,null,null,null
1998-08-27,18.545000,18.600000,18.290001,18.340000,7.004658,90000
1998-08-28,18.200001,18.320000,18.020000,18.184999,6.945459,130000
1998-08-31,18.100000,18.450001,18.040001,18.275000,6.979833,235000
1998-09-01,17.900000,17.945000,17.400000,17.457500,6.667602,325001
1998-09-02,17.750000,17.990000,17.402500,17.610001,6.725848,190000
1998-09-03,17.745001,18.000000,17.570000,17.930000,6.848066,260001
1998-09-04,17.809999,17.969999,17.709999,17.934999,6.849975,95000
1998-09-07,17.990000,18.047501,17.920000,17.950001,6.855705,42000
1998-09-08,17.650000,17.889999,17.610001,17.879999,6.828969,105000
1998-09-09,17.900000,17.900000,17.750000,17.750000,6.779316,912002
1998-09-10,17.559999,17.559999,17.430000,17.430000,6.657100,60500
1998-09-11,16.900000,17.090000,16.802500,17.017500,6.499553,130500
1998-09-14,16.969999,16.990000,16.752501,16.987499,6.488093,225500
1998-09-15,17.000000,17.947500,17.000000,17.802500,6.799371,838002
1998-09-16,17.940001,18.299999,17.840000,18.245001,6.968375,410001
1998-09-17,18.340000,18.344999,17.760000,17.780001,6.790775,196000
1998-09-18,17.799999,17.900000,17.600000,17.670000,6.748763,150000
1998-09-21,17.879999,17.879999,17.620001,17.650000,6.741127,40000
1998-09-22,17.600000,17.600000,17.032499,17.072500,6.520560,120000
1998-09-23,17.340000,17.549999,17.340000,17.500000,6.683835,95000
1998-09-24,18.000000,18.350000,17.650000,17.650000,6.741127,225000
1998-09-25,17.549999,17.799999,17.400000,17.477501,6.675244,450001
1998-09-28,17.500000,17.520000,17.022499,17.165001,6.555888,100000
1998-09-29,17.250000,17.400000,16.950001,17.072500,6.520560,1220002
1998-09-30,17.299999,18.434999,17.200001,18.400000,7.027573,3557507
1998-10-01,null,null,null,null,null,null
1998-10-02,null,null,null,null,null,null
1998-10-05,17.600000,17.900000,16.930000,16.930000,6.466134,370001
1998-10-06,16.650000,17.000000,15.580000,16.347500,6.243657,1167002
1998-10-07,16.940001,17.150000,16.700001,17.047501,6.511010,460001
1998-10-08,17.070000,17.070000,16.400000,16.507500,6.304765,220000
1998-10-09,16.400000,16.690001,16.400000,16.465000,6.288535,390001
1998-10-12,16.559999,17.299999,16.500000,17.112499,6.535835,7645015
1998-10-13,17.200001,18.120001,16.719999,18.120001,6.920634,3140006
1998-10-14,18.230000,19.219999,17.870001,19.205000,7.335030,4005008
1998-10-15,18.950001,20.080000,18.950001,19.975000,7.629121,2780006
1998-10-16,20.049999,20.100000,19.700001,20.049999,7.657764,897002
1998-10-19,19.850000,19.900000,19.730000,19.815001,7.568011,80000
1998-10-20,19.650000,19.650000,18.870001,19.597500,7.484940,1485003
1998-10-21,null,null,null,null,null,null
1998-10-22,null,null,null,null,null,null
1998-10-23,19.850000,20.200001,19.850000,20.147499,7.695005,610001
1998-10-26,20.240000,20.350000,19.860001,20.077499,7.668267,1005002
1998-10-27,20.150000,20.200001,19.660000,19.712500,7.528863,130000
1998-10-28,19.400000,20.000000,19.200001,19.972500,7.628166,705601
1998-10-29,20.000000,20.000000,19.512501,19.692499,7.521223,150000
1998-10-30,19.700001,19.790001,19.200001,19.422501,7.418100,400001
1998-11-02,19.500000,19.500000,18.990000,19.200001,7.333121,100000
1998-11-03,19.100000,19.600000,19.010000,19.504999,7.449611,5130010
1998-11-04,null,null,null,null,null,null
1998-11-05,19.299999,19.500000,19.299999,19.445000,7.426695,5070010
1998-11-06,19.370001,19.430000,19.250000,19.377501,7.400916,4165008
1998-11-09,19.200001,19.200001,19.000000,19.000000,7.256734,105000
1998-11-10,19.000000,19.100000,18.950001,19.007500,7.259598,2530005
1998-11-11,18.940001,18.940001,18.719999,18.730000,7.153615,285501
1998-11-12,18.650000,18.650000,18.400000,18.577499,7.095368,137000
1998-11-13,18.500000,18.590000,18.200001,18.277500,6.980789,95000
1998-11-16,18.200001,18.200001,17.760000,17.799999,6.798414,6500013
1998-11-17,17.610001,17.799999,17.610001,17.717501,6.766905,70000
1998-11-18,17.650000,18.000000,17.299999,17.987499,6.870028,120000
1998-11-19,17.850000,17.850000,17.650000,17.657499,6.743989,55000
1998-11-20,17.712500,17.712500,17.330000,17.535000,6.697203,85000
1998-11-23,17.500000,17.500000,17.299999,17.400000,6.645640,30000
1998-11-24,17.382500,17.500000,17.299999,17.372499,6.635138,60000
1998-11-25,17.250000,17.250000,17.250000,17.250000,6.588351,5000
1998-11-26,17.225000,17.600000,17.100000,17.100000,6.531062,45000
1998-11-27,17.000000,17.000000,16.879999,16.924999,6.464223,115000
1998-11-30,16.000000,16.850000,16.000000,16.799999,6.416480,130000
1998-12-01,16.670000,16.750000,16.660000,16.680000,6.370649,55000
1998-12-02,16.750000,16.750000,16.650000,16.650000,6.359191,20600
1998-12-03,16.850000,16.850000,16.500000,16.590000,6.336277,110000
1998-12-04,16.500000,16.650000,16.500000,16.597500,6.339140,145000
1998-12-07,16.725000,17.080000,16.725000,17.007500,6.495732,140000
1998-12-08,17.100000,17.139999,16.900000,17.059999,6.515785,110000
1998-12-09,16.950001,16.950001,16.400000,16.537500,6.316224,155000
1998-12-10,16.799999,16.799999,16.500000,16.600000,6.340094,75000
1998-12-11,16.700001,16.750000,16.520000,16.657499,6.362055,205000
1998-12-14,16.950001,16.950001,16.702499,16.702499,6.379242,71000
1998-12-15,16.740000,16.750000,16.559999,16.639999,6.355372,120000
1998-12-16,16.580000,16.670000,16.580000,16.639999,6.355372,35000
1998-12-17,16.512501,16.520000,16.450001,16.480000,6.294264,85000
1998-12-18,16.500000,16.639999,16.450001,16.530001,6.313359,260001
1998-12-21,17.010000,17.850000,17.010000,17.840000,6.813693,1333003
1998-12-22,18.250000,18.250000,17.712500,17.975000,6.865253,550001
1998-12-23,18.059999,18.070000,17.639999,17.717501,6.766905,290001
1998-12-24,17.500000,17.502501,17.000000,17.317499,6.614131,1050002
1998-12-25,null,null,null,null,null,null
1998-12-28,17.500000,17.850000,17.500000,17.667500,6.747809,635001
1998-12-29,17.600000,18.000000,17.510000,17.742500,6.776453,725001
1998-12-30,17.980000,18.299999,17.500000,17.530001,6.695292,510001
1998-12-31,17.990000,18.695000,17.990000,18.387501,7.022801,2125604
1999-01-01,18.477501,18.490000,18.150000,18.207500,6.954054,445001
1999-01-04,18.809999,19.662500,18.809999,19.662500,7.509767,360001
1999-01-05,20.100000,21.235001,20.100000,21.235001,8.110355,760002
1999-01-06,22.250000,22.932400,22.000000,22.932400,8.758649,771402
1999-01-07,23.299900,24.764900,23.299900,24.000000,9.166403,634801
1999-01-08,24.150000,25.000000,24.119900,25.000000,9.548335,277501
1999-01-11,25.799900,26.469900,25.699900,26.250000,10.025752,435201
1999-01-12,26.000000,28.347401,25.859900,28.347401,10.826818,1151802
1999-01-13,29.499901,30.612400,29.499901,30.612400,11.691895,543601
1999-01-14,31.999901,33.059898,31.749901,33.059898,12.626678,951702
1999-01-15,34.799900,35.702400,31.499901,31.499901,12.030865,516501
1999-01-18,32.149899,32.149899,30.849899,31.049900,11.858993,114800
1999-01-19,31.559900,33.249901,30.999901,31.262400,11.940155,195000
1999-01-20,null,null,null,null,null,null
1999-01-21,31.999901,33.762402,31.999901,33.762402,12.894990,419901
1999-01-22,34.999901,35.889900,34.212399,34.949902,13.348535,313201
1999-01-25,35.189899,37.744900,35.189899,37.744900,14.416033,718301
1999-01-26,null,null,null,null,null,null
1999-01-27,39.999901,40.762402,39.899899,40.509899,15.472081,760202
1999-01-28,40.762402,41.999901,37.499901,38.134899,14.564995,443401
